name,stores,released,rating,rating_top,ratings_count,suggestions_count,reviews_count,parent_platforms,genres
Plink by Pokerist,Steam,2025-10-08,0.0,0,1,68,1,"PC, Apple Macintosh","Casual, Strategy, Simulation, Sports, Massively Multiplayer"
RIP Party,Steam,2025-10-30,0.0,0,0,0,0,PC,"Indie, Action"
Noble Legacy,Steam,2025-08-12,0.0,0,0,274,0,PC,"RPG, Simulation"
Love starts again,Steam,2025-09-03,0.0,0,1,467,1,PC,"Adventure, RPG, Casual, Strategy, Simulation, Indie"
Nobody Nowhere,Steam,2025-02-17,0.0,0,0,136,0,PC,"Casual, Indie, Adventure, RPG"
The Fame Game: Welcome to Hollywood,Steam,2025-09-04,0.0,0,1,149,1,PC,RPG
Heartbeat in Thailand,Steam,2025-09-18,0.0,0,1,247,1,"PC, Apple Macintosh","Casual, Adventure, RPG, Simulation"
心动恋旅：樱花篇,Steam,2025-08-26,0.0,0,1,143,1,PC,Simulation
Living with a Little Fox Girl,Steam,2025-10-24,0.0,0,0,38,0,PC,Simulation
FIND ALL 9: Fantasy,Steam,2025-10-13,0.0,0,1,0,1,"PC, Apple Macintosh, Linux","Casual, Indie, Adventure"
PetsIdle,Steam,2025-10-07,0.0,0,1,0,1,PC,"Casual, Indie, RPG"
Serendipity Bookshop,Steam,2025-08-20,0.0,0,0,136,0,PC,"RPG, Casual, Strategy, Simulation, Indie"
Love Cult,Steam,2025-06-30,0.0,0,0,110,0,"PC, Apple Macintosh","Indie, Simulation"
okey.gg,Steam,2025-05-09,0.0,0,0,0,1,"PC, Apple Macintosh, Linux","Casual, Strategy, Indie, Simulation"
Pokemon Lazarus (ROM hack),,2025-11-14,0.0,0,0,0,0,,RPG
GODBREAKERS,Steam,2025-10-23,0.0,0,0,0,0,PC,"Indie, Action"
"JASON, Coming of Age",Steam,2025-10-21,0.0,0,0,217,0,"PC, Apple Macintosh, Linux","Adventure, Simulation"
Sex Knight~Prey of the Lustful Nobles~,Steam,2025-10-23,0.0,0,0,0,0,PC,"Casual, Indie, RPG"
Ravager - Moon-Friendly Edition,Steam,2025-07-28,0.0,0,0,126,0,"PC, Apple Macintosh, Linux",RPG
Jump Space,Steam,2025-09-19,0.0,0,0,575,0,PC,"Indie, Adventure, Action"
Monster Mop Up,Steam,2025-08-14,0.0,0,0,446,0,PC,"Casual, Indie, Simulation"
GEX Trilogy,"Steam, GOG",2025-06-15,0.0,0,0,75,0,PC,"Adventure, Action"
Fluffy Tower Defense,Steam,2025-10-09,0.0,0,1,89,1,PC,"Casual, Strategy, Indie"
Brew,Steam,2025-11-06,0.0,0,0,436,0,PC,"Indie, Action, RPG"
Femtazio,Steam,2025-08-20,0.0,0,1,458,1,PC,Action
Mohrta,Steam,2025-10-14,0.0,0,1,307,1,PC,"Indie, Adventure, Action"
同桌！我喜欢你,Steam,2025-08-15,0.0,0,0,0,0,PC,"Casual, RPG"
The Aquarium does not dance Special Edition,Steam,2025-07-31,0.0,0,0,147,0,PC,"Indie, Adventure, RPG"
Intuitive Level Design,Steam,2025-09-01,0.0,0,1,0,1,PC,Indie
Sex Game - Gay Affair - Episode 4,Steam,2025-09-29,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Adventure, Simulation"
Let Them Come: Onslaught,Steam,2025-11-11,0.0,0,1,0,1,PC,Action
Of Lies and Rain,Steam,2025-09-10,0.0,0,0,602,0,PC,"Adventure, Action"
Sex Coach: Hot Yoga,Steam,2025-08-16,0.0,0,1,482,1,PC,"Casual, Indie, Simulation"
Anno 117: Pax Romana,Steam,2025-11-12,0.0,0,1,643,1,PC,"Strategy, Simulation"
//signal.,Steam,2025-05-18,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Indie, Adventure"
Sumin's Tower:Session No.5,Steam,2025-05-15,0.0,0,0,0,0,PC,"Indie, Adventure"
100 Forest Cats,Steam,2025-05-18,0.0,0,0,0,0,PC,"Adventure, Action, Casual, Strategy, Simulation, Indie"
KUNKUN Defender 2,Steam,2025-05-16,0.0,0,0,0,0,PC,"Indie, Action"
Scrapworks Simulator,Steam,2025-05-16,0.0,0,0,0,0,"PC, Apple Macintosh",Simulation
buttonbox,Steam,2025-05-16,0.0,0,0,0,0,PC,Simulation
プールクラブからの脱出,Steam,2025-05-16,0.0,0,0,0,0,PC,"Indie, Adventure"
Cockroach Clicker,Steam,2025-05-16,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Indie"
Night of the Living Skurre,Steam,2025-05-15,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Colossal Kickoff,Steam,2025-05-15,0.0,0,0,0,0,PC,"Indie, Action, Sports"
Fey,Steam,2025-05-18,0.0,0,0,0,0,PC,Action
BeatTown,Steam,2025-05-16,0.0,0,0,0,0,PC,"Strategy, Indie, RPG"
Synthetic Captive,Steam,2025-05-16,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
挂机三国-无限升级,Steam,2025-05-16,0.0,0,0,0,0,"PC, Apple Macintosh","RPG, Casual, Strategy, Simulation, Indie"
Burden of the Blue,Steam,2025-05-16,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
末日卡牌,Steam,2025-05-16,0.0,0,0,0,0,PC,"Strategy, RPG"
Sin Retorno,Steam,2025-05-16,0.0,0,0,0,0,PC,"Adventure, Action, RPG, Strategy, Indie"
Pocket Hoes,Steam,2025-05-17,0.0,0,0,0,0,PC,"Indie, RPG"
Kitty Collapse,Steam,2025-05-16,0.0,0,0,0,0,PC,"Strategy, Adventure, Action"
GET 0UT,Steam,2025-05-16,0.0,0,0,0,0,PC,"Strategy, Indie, Action"
Galaxy Highways,Steam,2025-05-19,0.0,0,0,0,0,"PC, Apple Macintosh","Indie, Adventure, Action"
Make It Count,Steam,2025-05-19,0.0,0,0,0,0,PC,"Indie, Action"
Seducing My Elf Family,Steam,2025-05-19,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, RPG"
Blood & Bananas,Steam,2025-05-19,0.0,0,0,0,0,PC,"Strategy, Simulation"
Forged In Fury,Steam,2025-05-19,0.0,0,0,0,0,PC,"Casual, Strategy, Indie, Action"
Rogue Ninjas,Steam,2025-05-19,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Adventure, Action, RPG, Strategy, Indie"
Battle,Steam,2025-05-20,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
Hollowroot,Steam,2025-05-20,0.0,0,0,0,0,PC,"Indie, Adventure, Action, RPG"
Wool at the Gates,Steam,2025-05-20,0.0,0,0,0,0,PC,Strategy
101 Cats Hidden in Taiwan,Steam,2025-05-21,0.0,0,0,0,0,PC,"Casual, Indie"
Plinko Pixel,Steam,2025-05-21,0.0,0,0,0,0,PC,"Casual, Indie"
Landraisers,Steam,2025-05-21,0.0,0,0,0,0,PC,"Casual, Indie, Adventure"
MACHO DE PON! for Steam,Steam,2025-05-21,0.0,0,0,0,0,PC,Casual
Good Lord! Everyone at the Reunion For My Religious All-Girls School Is a Trans Man... And They're Hot?!,Steam,2025-05-21,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie, Simulation"
Wonderland on Desktop,Steam,2025-05-21,0.0,0,0,0,0,PC,"Casual, Simulation"
Beautiful Girl,Steam,2025-05-22,0.0,0,0,0,0,PC,"Casual, Indie, RPG, Simulation"
MEGADEKA,Steam,2025-05-21,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Simulation"
The Bloody Cross,Steam,2025-05-20,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Detective K,Steam,2025-05-20,0.0,0,0,0,0,PC,"Casual, Indie, Adventure"
Dark Origins,Steam,2025-05-18,0.0,0,0,0,0,PC,RPG
My Future Wife (InsanErotica),Steam,2025-05-19,0.0,0,0,0,0,"PC, Apple Macintosh, Linux",Indie
Nitro Express,Steam,2025-05-18,0.0,0,0,0,0,PC,"Indie, Action"
Liquor Shop Simulator,Steam,2025-05-19,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Washout,Steam,2025-05-21,0.0,0,0,0,0,PC,"Casual, Indie"
Spellarium 12,Steam,2025-05-21,0.0,0,0,0,0,PC,Casual
Safe Hayven,Steam,2025-05-21,0.0,0,0,0,0,"PC, Linux",Adventure
Obscura Protocol,Steam,2025-05-21,0.0,0,0,0,0,"PC, Linux","Casual, Indie, Simulation"
Zombie Outbreak 1942,Steam,2025-05-21,0.0,0,0,0,0,PC,"Indie, Action"
虚衝 - Kyosho,Steam,2025-05-20,0.0,0,0,0,0,PC,"Indie, Strategy, Adventure, Action"
Bricks 10x10,Steam,2025-05-21,0.0,0,0,0,0,PC,"Casual, Indie"
Yokai Survivor,Steam,2025-05-22,0.0,0,0,0,0,PC,"Casual, Indie, Action"
Fire Road,Steam,2025-05-22,0.0,0,0,0,0,PC,"Action, RPG, Strategy, Simulation, Indie"
Quiver and Die,Steam,2025-05-22,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie, Adventure, Action"
Loss,Steam,2025-05-22,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
魔王の娘達 境界線上のアリア,Steam,2025-05-22,0.0,0,0,0,0,PC,RPG
Among The Whispers - Provocation,Steam,2025-05-22,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Space Swimmer,Steam,2025-05-22,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
Tilnize,Steam,2025-05-22,0.0,0,0,0,0,PC,"Casual, Strategy, Indie, Simulation"
The Crimson Lyre,Steam,2025-05-20,0.0,0,0,0,0,PC,"Indie, Adventure, Action, RPG"
Wumball,Steam,2025-05-20,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
100 Men VS Gorilla,Steam,2025-05-22,0.0,0,0,0,0,PC,"Action, RPG, Casual, Strategy, Simulation, Indie"
Mini-Map,Steam,2025-05-22,0.0,0,0,0,0,PC,"Casual, Strategy, Adventure, Simulation"
Desolated District,Steam,2025-05-22,0.0,0,0,0,0,PC,"Adventure, Action"
Hentai Boxing Maggie,Steam,2025-05-22,0.0,0,0,0,0,PC,Casual
New Life: SILENT RIVER,Steam,2025-05-13,0.0,0,0,0,0,PC,"Indie, Adventure, RPG"
Healer Simulator RPG,Steam,2025-05-14,0.0,0,0,0,0,PC,"Adventure, Action, Casual, Simulation, Indie"
L'Héritier du Demi-Jour,Steam,2025-05-13,0.0,0,0,0,0,PC,"Adventure, RPG"
Journey of Rune,Steam,2025-05-14,0.0,0,0,0,0,PC,"Strategy, Adventure, RPG"
Wild Radio Flux,Steam,2025-05-14,0.0,0,0,0,0,PC,"Adventure, Action, RPG"
Hiragana Hero,Steam,2025-05-14,0.0,0,0,0,0,"PC, Apple Macintosh","Indie, RPG"
SkyDunker,Steam,2025-05-14,0.0,0,0,0,0,PC,Casual
Timeborn,Steam,2025-05-14,0.0,0,0,0,0,PC,"Strategy, Adventure, RPG"
Antibored Evolution,Steam,2025-05-14,0.0,0,0,0,0,PC,"Casual, Indie"
Jovian Drive,Steam,2025-05-14,0.0,0,0,0,0,PC,"Casual, Indie"
三国.兵临城下,Steam,2025-05-14,0.0,0,0,0,0,"PC, Apple Macintosh","Action, RPG, Casual, Strategy, Simulation, Massively Multiplayer"
お嬢様学院のインチキ占い師 Ghost of Boarding School,Steam,2025-05-14,0.0,0,0,0,0,PC,"Casual, Adventure, Simulation"
新宝島トーアの新天地開拓記-TOAisNEWLAND,Steam,2025-05-15,0.0,0,0,0,0,PC,"Casual, Adventure, Simulation"
Our Exciting Summer Camp,Steam,2025-05-14,0.0,0,0,0,0,PC,"Casual, Racing, Indie, Action"
Extraordinary Ball,Steam,2025-05-14,0.0,0,0,0,0,PC,"Adventure, Casual, Simulation, Sports, Indie"
Fun School: Chapter 1,Steam,2025-05-12,0.0,0,0,0,0,PC,"Strategy, Indie, Action"
Ticker Tape,Steam,2025-05-12,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
Unknown TD,Steam,2025-05-13,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
Tiny Dino,Steam,2025-05-12,0.0,0,0,0,0,PC,"Casual, Indie"
Levania,Steam,2025-05-15,0.0,0,0,0,0,PC,"Adventure, RPG"
Blue Hill Wendigo,Steam,2025-05-12,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Living Legends: Frozen Destiny Collector's Edition,Steam,2025-05-13,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Adventure"
Le Bureau des Rêves,Steam,2025-05-12,0.0,0,0,0,0,"PC, Apple Macintosh",Adventure
Manos The Hands Of Choice,Steam,2025-05-13,0.0,0,0,0,0,PC,"Indie, Adventure"
fluXis,Steam,2025-05-13,0.0,0,0,0,0,"PC, Linux","Casual, Indie"
The Black Vault,Steam,2025-05-13,0.0,0,0,0,0,PC,"Strategy, Indie, Action, Simulation"
CLTRS,Steam,2025-05-15,0.0,0,0,0,0,PC,"Casual, Adventure"
RoadKill (2025),Steam,2025-05-15,0.0,0,0,0,0,PC,Indie
The Lightning Struck Orphan,Steam,2025-05-15,0.0,0,0,0,0,PC,"Strategy, Indie"
The 5th Door,Steam,2025-05-15,0.0,0,0,0,0,"PC, Apple Macintosh",Indie
Dream Shark - Pt. 1,Steam,2025-05-15,0.0,0,0,0,0,PC,"Indie, Adventure"
Nora: In Search of Hidden Ingredients,Steam,2025-05-15,0.0,0,0,0,0,"PC, Apple Macintosh, Linux",Casual
Cats Hidden in Japan,Steam,2025-02-23,0.0,0,0,0,0,PC,"Casual, Indie"
Hit and Stand Blackjack,Steam,2025-05-11,0.0,0,0,0,0,PC,"Casual, Indie"
Eternal Decay Souls,Steam,2025-05-11,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Action"
Desktop Slot,Steam,2025-05-08,0.0,0,0,0,0,PC,Casual
Babka,Steam,2025-05-09,0.0,0,0,0,0,PC,"Indie, Adventure, Action, Simulation"
Piground,Steam,2025-05-09,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Racing, Strategy, Indie"
100 Hidden Pandas: Village,Steam,2025-05-09,0.0,0,0,0,0,"PC, Linux","Casual, Indie"
Boom Buddy,Steam,2025-05-10,0.0,0,0,0,0,PC,"Adventure, Casual, Simulation, Sports, Indie"
CITYVENTORY,Steam,2025-05-10,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
Technology Market Simulation,Steam,2025-05-10,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Simulation"
Anime Dream Match: Boys,Steam,2025-05-09,0.0,0,0,0,0,PC,"Casual, Indie"
KeyLess,Steam,2025-05-09,0.0,0,0,0,0,PC,"Casual, Indie"
Born to Breed,Steam,2025-05-09,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie, Adventure, Simulation"
Placid Plastic Duck VR,Steam,2025-05-09,0.0,0,0,0,0,PC,"Casual, Simulation"
MADE FOR,Steam,2025-05-09,0.0,0,0,0,0,PC,"Casual, Strategy, Indie, Simulation"
Bonds of Zeniarai,Steam,2025-05-08,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Oceanlust: Erotic Descent 🔞,Steam,2025-05-09,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Indie, Adventure"
Self Simulated,,2025-07-10,0.0,0,0,0,0,Nintendo,"Platformer, Indie, Action"
Dusky Cap,Steam,2025-05-23,0.0,0,0,0,0,PC,"Casual, Indie"
Kuafu Chases the Sun,Steam,2025-05-23,0.0,0,0,0,0,PC,"Casual, Adventure, Action"
Keep it shut,Steam,2025-05-25,0.0,0,0,0,0,PC,"Casual, Indie"
Magical advertence,Steam,2025-05-25,0.0,0,0,0,0,PC,"Casual, Indie"
Alien Market Simulator,Steam,2025-05-25,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
"Warhammer 40,000: Rogue Trader - Season Pass 2",GOG,2025-05-21,0.0,0,0,0,0,"PC, Apple Macintosh",
Elemental colossus,Steam,2025-05-25,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
Underworld,Steam,2025-05-23,0.0,0,0,0,0,PC,"Action, RPG"
Magic Frog,Steam,2025-05-23,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Ironroots Siege and Soil,Steam,2025-05-23,0.0,0,0,0,0,PC,Indie
Chopper Extractor,Steam,2025-05-23,0.0,0,0,0,0,PC,Action
Coin Push RPG,Steam,2025-05-22,0.0,0,0,0,0,PC,"Casual, Strategy, Indie, RPG"
Clink,Steam,2025-05-23,0.0,0,0,0,0,PC,"Indie, Adventure, Simulation"
Landmine Princess,Steam,2025-05-23,0.0,0,0,0,0,PC,"Casual, Simulation"
SeedHero,Steam,2025-05-23,0.0,0,0,0,0,PC,"Casual, Indie"
Color Breaker,Steam,2025-05-23,0.0,0,0,0,0,PC,Casual
Oathbound,Steam,2025-05-23,0.0,0,0,0,0,PC,"Casual, Adventure"
Quail Crossing,Steam,2025-05-23,0.0,0,0,0,0,PC,"Casual, Indie, Action"
ROOM FOOTBALL - Abandoned Factory,Steam,2025-05-23,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Racing, Adventure, Action, RPG, Casual, Strategy, Simulation, Sports, Indie"
ROOM FOOTBALL - Junk Town,Steam,2025-05-23,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Racing, Adventure, Action, RPG, Casual, Simulation, Sports, Indie"
3D PUZZLE - Dark Fantasy,Steam,2025-05-23,0.0,0,0,0,0,PC,"Racing, Adventure, Action, RPG, Casual, Strategy, Simulation, Sports, Indie"
Sunset Speedway,Steam,2025-05-23,0.0,0,0,0,0,PC,Indie
PARADISE LOVE,Steam,2025-05-23,0.0,0,0,0,0,PC,"Adventure, Action, RPG, Casual, Simulation, Sports, Indie"
Meowstery of a Growing Aurora,Steam,2025-05-24,0.0,0,0,0,0,PC,"Indie, Adventure"
Gold Finger,Steam,2025-05-24,0.0,0,0,0,0,PC,"Casual, Indie, RPG"
Sex Arena: Passion of Aquilon 💋⚔️,Steam,2025-05-24,0.0,0,0,0,0,PC,"Adventure, RPG, Casual, Strategy, Simulation, Indie"
Elf World Adventure 6,Steam,2025-05-25,0.0,0,0,0,0,PC,"Casual, Indie"
SearchAndBomb,Steam,2025-04-27,0.0,0,0,0,0,PC,"Casual, Indie"
Midnight Date Unleashed,Steam,2025-04-27,0.0,0,0,0,0,PC,"Casual, Racing"
ライヒェは街灯の下で,Steam,2025-04-25,0.0,0,0,0,0,PC,"Casual, Indie, Adventure"
ROOM FOOTBALL - Sun Shrine,Steam,2025-04-25,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Adventure, Action, Casual, Sports, Indie"
Hanako's Flower Shop,Steam,2025-04-25,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie"
I commissioned some snails 2,Steam,2025-04-25,0.0,0,0,0,0,PC,"Casual, Indie"
The Abyss Book,Steam,2025-04-25,0.0,0,0,0,0,PC,"Casual, Indie, RPG"
Incelthread,Steam,2025-04-25,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie"
MORTALITY DECOMP. KILLERS,Steam,2025-04-25,0.0,0,0,0,0,PC,"Indie, Action"
Deductopia Chapter 1: Bring Your Pet to School Day,Steam,2025-04-26,0.0,0,0,0,0,"PC, Apple Macintosh, Linux",Adventure
Eclipse of the Lost,Steam,2025-04-24,0.0,0,0,0,0,PC,Indie
天道轮回：我的修仙梦,Steam,2025-04-24,0.0,0,0,0,0,PC,"RPG, Casual, Strategy, Simulation, Indie"
Hounimal,Steam,2025-04-24,0.0,0,0,0,0,PC,"Casual, Indie, RPG"
Killer Karnival,Steam,2025-04-24,0.0,0,0,0,0,PC,"Indie, Strategy, Adventure, Action"
Demonslayer AKA Me,Steam,2025-04-25,0.0,0,0,0,0,PC,"Indie, RPG"
Noah and the Sea,Steam,2025-04-25,0.0,0,0,0,0,PC,"Indie, Adventure"
The Ghost of Alcantra,Steam,2025-04-25,0.0,0,0,0,0,PC,"Casual, Indie"
By Bait or By Bullet,Steam,2025-04-25,0.0,0,0,0,0,PC,"Adventure, Action, Casual, Strategy, Indie"
Soviet Village,Steam,2025-04-26,0.0,0,0,0,0,PC,"Indie, Adventure"
Magic Rune Stone,Steam,2025-04-25,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Rise & Fall - Online Digital Edition,Steam,2025-04-26,0.0,0,0,0,0,PC,Strategy
Abyssal Trench,Steam,2025-04-26,0.0,0,0,0,0,PC,"Indie, Adventure, Action, Simulation"
LABYBAN,Steam,2025-04-27,0.0,0,0,0,0,"PC, Linux",Casual
Mythic Ascendancy,Steam,2025-04-26,0.0,0,0,0,0,PC,"Casual, Indie, Strategy, Adventure"
Unserious Sandbox,Steam,2025-04-25,0.0,0,0,0,0,PC,"Action, Casual, Simulation, Sports, Indie"
Party Demon,Steam,2025-04-25,0.0,0,0,0,0,PC,"Indie, Strategy, Adventure, Action"
KOEGASURU,Steam,2025-04-25,0.0,0,0,0,0,PC,"Casual, Indie, Adventure"
天降神兵(Soldiers from the sky),Steam,2025-04-25,0.0,0,0,0,0,PC,"Strategy, Indie"
Slidezzle,Steam,2025-04-25,0.0,0,0,0,0,PC,"Casual, Indie"
FocusFlow Field,Steam,2025-04-26,0.0,0,0,0,0,PC,"Casual, Simulation"
Ninjam!,Steam,2025-04-27,0.0,0,0,0,0,PC,"Casual, Indie, Action"
ЗУМЕРЫ,Steam,2025-04-25,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, RPG"
PUP BOY COWBOY: Infinite Desert Edition,Steam,2025-04-25,0.0,0,0,0,0,"PC, Linux","Casual, Indie, Action"
My Hidden Dreams,Steam,2025-04-10,0.0,0,0,0,0,PC,"Casual, Indie, Adventure"
Mushroom Investigates：The Fleeing Rain,Steam,2025-04-08,0.0,0,0,0,0,PC,"Casual, Indie, Adventure"
Backrooms: The Silence,Steam,2025-04-09,0.0,0,0,0,0,PC,"Indie, Adventure, Simulation"
ULYANA'S SHIFT,Steam,2025-04-08,0.0,0,0,0,0,PC,"Casual, Indie, RPG"
Hollow Survivors,Steam,2025-04-10,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Adventure, Action, RPG, Casual, Indie"
Zombie Town Breakout,Steam,2025-04-10,0.0,0,0,0,0,PC,"Indie, Adventure, Action, RPG"
Willow Guard,Steam,2025-04-10,0.0,0,0,0,0,PC,"Indie, Adventure, Action, RPG"
Phantomancer,Steam,2025-04-10,0.0,0,0,0,0,PC,"Strategy, Indie"
Shark's Treasures Adventure,Steam,2025-04-10,0.0,0,0,0,0,PC,"Indie, Adventure, Action"
Deep Space Bellhop,Steam,2025-04-10,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Strategy, Indie, Action"
Hostile Dreams 2,Steam,2025-04-10,0.0,0,0,0,0,PC,"Adventure, Action"
Kaya's Prophecy,Steam,2025-04-10,0.0,0,0,0,0,PC,"Casual, Strategy"
Cut it!,Steam,2025-04-10,0.0,0,0,0,0,PC,"Casual, Indie, Adventure, Sports"
Memories Off Sousou ～Not always true～,Steam,2025-04-09,0.0,0,0,0,0,PC,Adventure
TIMEGAL HD-Remaster,Steam,2025-04-09,0.0,0,0,0,0,PC,Action
Shattered Time,Steam,2025-04-09,0.0,0,0,0,0,PC,"Strategy, Action, RPG"
I Lost my Eggs: Easter,Steam,2025-04-09,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie"
DRUMGUY,Steam,2025-04-09,0.0,0,0,0,0,PC,Action
Misty's Super Golf Solitaire,Steam,2025-04-10,0.0,0,0,0,0,PC,"Casual, Indie"
Anime Girls Mirror Quest 2,Steam,2025-04-10,0.0,0,0,0,0,PC,"Casual, Indie"
Perplex,Steam,2025-04-10,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Strategy, Indie, Action"
Healed To Death,Steam,2025-04-08,0.0,0,0,0,0,"PC, Linux","Indie, Adventure, Action, RPG"
Through the Wall,Steam,2025-04-08,0.0,0,0,0,0,PC,"Casual, Indie"
Neon Merger,Steam,2025-04-07,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
Fruitgeddon,Steam,2025-04-07,0.0,0,0,0,0,PC,Action
Fantasy Trader,Steam,2025-04-07,0.0,0,0,0,0,PC,"Strategy, Indie, Simulation"
Behind the Sword,Steam,2025-04-07,0.0,0,0,0,0,PC,"Casual, Strategy, Indie, Simulation"
Can You Make It man,Steam,2025-04-06,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Indie, Adventure"
Timber Wars,Steam,2025-04-07,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Strategy, Action, RPG"
Sweet Model,Steam,2025-04-10,0.0,0,0,0,0,PC,"Casual, Indie"
Cats Contrast,Steam,2025-04-07,0.0,0,0,0,0,PC,"Casual, Indie"
Dissent on Mars,Steam,2025-04-07,0.0,0,0,0,0,PC,"Strategy, Indie, Simulation"
Bot Hunter,Steam,2025-04-07,0.0,0,0,0,0,PC,"Indie, Action"
Range,Steam,2025-04-07,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie"
Inspector Schmidt - The Ebbing,Steam,2025-04-07,0.0,0,0,0,0,"PC, Linux","Adventure, RPG"
Samly's Merge,Steam,2025-04-08,0.0,0,0,0,0,"PC, Apple Macintosh","Casual, Strategy, Indie"
Lucy's Journey,Steam,2025-04-08,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Adventure, Simulation"
301 Warriors,Steam,2025-04-08,0.0,0,0,0,0,PC,"Adventure, Action, RPG, Casual, Indie"
Viet Quoc Truyen Ky,Steam,2025-04-11,0.0,0,0,0,0,PC,"Massively Multiplayer, Adventure, RPG, Indie"
Stopping Santa,Steam,2025-04-11,0.0,0,0,0,0,"PC, Linux","Casual, Indie, Action"
King Of The Chat,Steam,2025-04-10,0.0,0,0,0,0,PC,"Casual, Indie, Simulation"
Ars Vox Arcana,Steam,2025-04-11,0.0,0,0,0,0,PC,"Indie, Adventure, Action, RPG"
Big Buck Hunter: Ultimate Trophy,Steam,2025-04-11,0.0,0,0,0,0,PC,"Simulation, Sports"
谜境·AI剧本杀互动剧场,Steam,2025-04-11,0.0,0,0,0,0,PC,"RPG, Casual, Strategy, Simulation, Indie"
Kenix and the Cat King,Steam,2025-04-11,0.0,0,0,0,0,PC,"Adventure, Action, RPG, Casual, Indie"
Amber Alert TOTAL VR,Steam,2025-04-11,0.0,0,0,0,0,PC,"Action, Simulation"
The Catastrophe,Steam,2025-04-11,0.0,0,0,0,0,PC,"Indie, Adventure, Action, Simulation"
Crystal Fortress,Steam,2025-04-11,0.0,0,0,0,0,PC,"Casual, Strategy, Indie"
FastPack,Steam,2025-04-11,0.0,0,0,0,0,PC,"Indie, Simulation"
Great Powers,Steam,2025-04-11,0.0,0,0,0,0,"PC, Apple Macintosh, Linux",Strategy
Sherlock Holmes i el cas d'Arthur Gordon Pym,Steam,2025-04-11,0.0,0,0,0,0,PC,"Indie, Adventure"
HENTAI WITCH ACADEMY 3,Steam,2025-04-11,0.0,0,0,0,0,PC,"Adventure, RPG, Simulation"
Dungemon,Steam,2025-04-11,0.0,0,0,0,0,PC,"RPG, Casual, Strategy, Simulation, Indie"
Pupupu,Steam,2025-04-11,0.0,0,0,0,0,"PC, Linux",Casual
Merge Pineapple,Steam,2025-04-11,0.0,0,0,0,0,PC,"Casual, Indie"
Brews & Blood: Origin,Steam,2025-04-12,0.0,0,0,0,0,PC,"Casual, Indie, Adventure"
Hentai Tales: Isekai Uncle Reversal,Steam,2025-04-12,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Strategy, Indie"
Interactive Sex - Futanari Incest - Episode 3,Steam,2025-06-15,0.0,0,0,0,0,"PC, Apple Macintosh, Linux","Casual, Indie, Simulation"
